nft_id,program_id,disease,intervention,owner_id,status,mint_date,transfer_count,qaly_value
NFT-002073,BP3,Hypertension,ARBs,Hospital B,active,2024-08-03 17:46:20.334392,0,1
NFT-002074,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2024-12-24 17:46:20.334392,1,1
NFT-002075,BP3,Hypertension,ARBs,Hospital B,transferred,2025-05-22 17:46:20.334392,2,1
NFT-002076,BP3,Hypertension,ARBs,Admin Team,active,2024-08-07 17:46:20.334392,2,1
NFT-002077,BP3,Hypertension,ARBs,Dr. Smith,active,2024-10-06 17:46:20.334392,1,1
NFT-002078,BP3,Hypertension,ARBs,Hospital A,active,2024-10-19 17:46:20.334392,2,1
NFT-002079,BP3,Hypertension,ARBs,Dr. Williams,active,2025-01-14 17:46:20.334392,0,1
NFT-002080,BP3,Hypertension,ARBs,Ministry of Health,transferred,2025-05-19 17:46:20.334392,2,1
NFT-002081,BP3,Hypertension,ARBs,Admin Team,active,2024-12-26 17:46:20.334392,0,1
NFT-002082,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-07-06 17:46:20.334392,2,1
NFT-002083,BP3,Hypertension,ARBs,Hospital C,transferred,2024-07-31 17:46:20.334392,2,1
NFT-002084,BP3,Hypertension,ARBs,Hospital B,active,2024-12-02 17:46:20.334392,1,1
NFT-002085,BP3,Hypertension,ARBs,Hospital C,active,2024-09-26 17:46:20.334392,1,1
NFT-002086,BP3,Hypertension,ARBs,Hospital A,active,2024-10-09 17:46:20.334392,1,1
NFT-002087,BP3,Hypertension,ARBs,Ministry of Health,active,2025-05-01 17:46:20.334392,1,1
NFT-002088,BP3,Hypertension,ARBs,Dr. Williams,active,2024-05-29 17:46:20.334392,2,1
NFT-002089,BP3,Hypertension,ARBs,Hospital A,transferred,2024-07-09 17:46:20.334392,2,1
NFT-002090,BP3,Hypertension,ARBs,Hospital B,active,2024-11-18 17:46:20.334392,2,1
NFT-002091,BP3,Hypertension,ARBs,Hospital A,active,2024-09-03 17:46:20.334392,0,1
NFT-002092,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-03-17 17:46:20.334392,1,1
NFT-002093,BP3,Hypertension,ARBs,Dr. Williams,transferred,2025-04-01 17:46:20.334392,2,1
NFT-002094,BP3,Hypertension,ARBs,Hospital C,active,2024-10-23 17:46:20.334392,0,1
NFT-002095,BP3,Hypertension,ARBs,Admin Team,active,2025-05-21 17:46:20.334392,0,1
NFT-002096,BP3,Hypertension,ARBs,Ministry of Health,active,2024-09-13 17:46:20.334392,0,1
NFT-002097,BP3,Hypertension,ARBs,Ministry of Health,active,2024-12-17 17:46:20.334392,2,1
NFT-002098,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-02-24 17:46:20.334392,2,1
NFT-002099,BP3,Hypertension,ARBs,Hospital B,transferred,2025-02-04 17:46:20.334392,0,1
NFT-002100,BP3,Hypertension,ARBs,Hospital B,active,2024-07-14 17:46:20.334392,0,1
NFT-002101,BP3,Hypertension,ARBs,Hospital C,active,2024-12-13 17:46:20.334392,1,1
NFT-002102,BP3,Hypertension,ARBs,Hospital C,active,2024-08-25 17:46:20.334392,1,1
NFT-002103,BP3,Hypertension,ARBs,Dr. Williams,active,2025-04-14 17:46:20.334392,0,1
NFT-002104,BP3,Hypertension,ARBs,Dr. Williams,active,2024-07-04 17:46:20.334392,0,1
NFT-002105,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-08 17:46:20.334392,0,1
NFT-002106,BP3,Hypertension,ARBs,Admin Team,active,2024-12-23 17:46:20.334392,2,1
NFT-002107,BP3,Hypertension,ARBs,Ministry of Health,active,2024-10-21 17:46:20.334392,0,1
NFT-002108,BP3,Hypertension,ARBs,Hospital C,active,2025-05-10 17:46:20.334392,0,1
NFT-002109,BP3,Hypertension,ARBs,Dr. Smith,active,2024-06-12 17:46:20.334392,0,1
NFT-002110,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-01-28 17:46:20.334392,0,1
NFT-002111,BP3,Hypertension,ARBs,Dr. Smith,active,2024-10-03 17:46:20.334392,1,1
NFT-002112,BP3,Hypertension,ARBs,Hospital C,transferred,2024-10-27 17:46:20.334392,2,1
NFT-002113,BP3,Hypertension,ARBs,Admin Team,active,2025-05-03 17:46:20.334392,2,1
NFT-002114,BP3,Hypertension,ARBs,Dr. Williams,active,2024-11-18 17:46:20.334392,2,1
NFT-002115,BP3,Hypertension,ARBs,Dr. Smith,active,2024-10-20 17:46:20.334392,0,1
NFT-002116,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-02-20 17:46:20.334392,0,1
NFT-002117,BP3,Hypertension,ARBs,Dr. Smith,transferred,2025-03-14 17:46:20.334392,0,1
NFT-002118,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-10 17:46:20.334392,2,1
NFT-002119,BP3,Hypertension,ARBs,Dr. Williams,active,2025-02-10 17:46:20.334392,0,1
NFT-002120,BP3,Hypertension,ARBs,Admin Team,active,2024-11-10 17:46:20.334392,2,1
NFT-002121,BP3,Hypertension,ARBs,Hospital A,active,2024-06-12 17:46:20.334392,1,1
NFT-002122,BP3,Hypertension,ARBs,Ministry of Health,transferred,2024-08-12 17:46:20.334392,2,1
NFT-002123,BP3,Hypertension,ARBs,Dr. Smith,active,2025-02-07 17:46:20.334392,2,1
NFT-002124,BP3,Hypertension,ARBs,Dr. Williams,active,2025-01-09 17:46:20.334392,2,1
NFT-002125,BP3,Hypertension,ARBs,Dr. Smith,active,2025-04-23 17:46:20.334392,1,1
NFT-002126,BP3,Hypertension,ARBs,Dr. Smith,transferred,2025-03-12 17:46:20.334392,0,1
NFT-002127,BP3,Hypertension,ARBs,Dr. Smith,transferred,2024-07-17 17:46:20.334392,0,1
NFT-002128,BP3,Hypertension,ARBs,Admin Team,transferred,2024-06-29 17:46:20.334392,2,1
NFT-002129,BP3,Hypertension,ARBs,Hospital B,active,2024-06-20 17:46:20.334392,1,1
NFT-002130,BP3,Hypertension,ARBs,Dr. Williams,active,2025-01-22 17:46:20.334392,1,1
NFT-002131,BP3,Hypertension,ARBs,Hospital B,transferred,2024-10-26 17:46:20.334392,2,1
NFT-002132,BP3,Hypertension,ARBs,Dr. Williams,active,2024-08-03 17:46:20.334392,1,1
NFT-002133,BP3,Hypertension,ARBs,Admin Team,transferred,2025-03-07 17:46:20.334392,0,1
NFT-002134,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-08-06 17:46:20.334392,0,1
NFT-002135,BP3,Hypertension,ARBs,Hospital B,active,2024-12-27 17:46:20.334392,2,1
NFT-002136,BP3,Hypertension,ARBs,Hospital C,active,2024-06-26 17:46:20.334392,1,1
NFT-002137,BP3,Hypertension,ARBs,Dr. Williams,transferred,2024-06-21 17:46:20.334392,2,1
NFT-002138,BP3,Hypertension,ARBs,Dr. Smith,active,2025-02-07 17:46:20.334392,0,1
NFT-002139,BP3,Hypertension,ARBs,Admin Team,active,2024-12-10 17:46:20.334392,2,1
NFT-002140,BP3,Hypertension,ARBs,Ministry of Health,active,2025-03-15 17:46:20.334392,1,1
NFT-002141,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-06-09 17:46:20.334392,0,1
NFT-002142,BP3,Hypertension,ARBs,Admin Team,active,2025-03-21 17:46:20.334392,2,1
NFT-002143,BP3,Hypertension,ARBs,Ministry of Health,active,2025-04-17 17:46:20.334392,1,1
NFT-002144,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-28 17:46:20.334392,1,1
NFT-002145,BP3,Hypertension,ARBs,Dr. Williams,active,2024-06-12 17:46:20.334392,0,1
NFT-002146,BP3,Hypertension,ARBs,Ministry of Health,active,2025-04-13 17:46:20.334392,2,1
NFT-002147,BP3,Hypertension,ARBs,Dr. Williams,active,2024-06-12 17:46:20.334392,2,1
NFT-002148,BP3,Hypertension,ARBs,Hospital B,active,2024-08-22 17:46:20.334392,2,1
NFT-002149,BP3,Hypertension,ARBs,Ministry of Health,active,2025-03-08 17:46:20.334392,1,1
NFT-002150,BP3,Hypertension,ARBs,Ministry of Health,transferred,2025-05-08 17:46:20.334392,1,1
NFT-002151,BP3,Hypertension,ARBs,Admin Team,active,2024-06-26 17:46:20.334392,0,1
NFT-002152,BP3,Hypertension,ARBs,Hospital B,active,2024-09-13 17:46:20.334392,0,1
NFT-002153,BP3,Hypertension,ARBs,Hospital A,active,2025-02-14 17:46:20.334392,0,1
NFT-002154,BP3,Hypertension,ARBs,Hospital B,active,2024-08-10 17:46:20.334392,1,1
NFT-002155,BP3,Hypertension,ARBs,Ministry of Health,active,2024-10-23 17:46:20.334392,0,1
NFT-002156,BP3,Hypertension,ARBs,Hospital C,transferred,2024-06-10 17:46:20.334392,1,1
NFT-002157,BP3,Hypertension,ARBs,Hospital B,active,2024-12-27 17:46:20.334392,0,1
NFT-002158,BP3,Hypertension,ARBs,Hospital B,active,2024-12-16 17:46:20.334392,1,1
NFT-002159,BP3,Hypertension,ARBs,Hospital B,active,2025-03-13 17:46:20.334392,0,1
NFT-002160,BP3,Hypertension,ARBs,Hospital C,active,2024-09-19 17:46:20.334392,0,1
NFT-002161,BP3,Hypertension,ARBs,Dr. Smith,active,2025-02-12 17:46:20.334392,2,1
NFT-002162,BP3,Hypertension,ARBs,Dr. Smith,active,2024-11-06 17:46:20.334392,1,1
NFT-002163,BP3,Hypertension,ARBs,Admin Team,active,2025-01-25 17:46:20.334392,2,1
NFT-002164,BP3,Hypertension,ARBs,Hospital B,transferred,2025-01-06 17:46:20.334392,2,1
NFT-002165,BP3,Hypertension,ARBs,Ministry of Health,transferred,2025-03-16 17:46:20.334392,0,1
NFT-002166,BP3,Hypertension,ARBs,Hospital C,active,2024-12-12 17:46:20.334392,0,1
NFT-002167,BP3,Hypertension,ARBs,Hospital B,active,2025-04-12 17:46:20.334392,1,1
NFT-002168,BP3,Hypertension,ARBs,Ministry of Health,active,2024-07-03 17:46:20.334392,0,1
NFT-002169,BP3,Hypertension,ARBs,Dr. Smith,active,2024-09-14 17:46:20.334392,2,1
NFT-002170,BP3,Hypertension,ARBs,Dr. Williams,active,2025-05-23 17:46:20.334392,0,1
NFT-002171,BP3,Hypertension,ARBs,Hospital C,active,2024-08-11 17:46:20.334392,0,1
NFT-002172,BP3,Hypertension,ARBs,Admin Team,active,2025-02-28 17:46:20.334392,1,1
NFT-002173,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2024-10-17 17:46:20.334392,1,1
NFT-002174,BP3,Hypertension,ARBs,Hospital A,active,2025-01-05 17:46:20.334392,0,1
NFT-002175,BP3,Hypertension,ARBs,Hospital B,active,2024-06-15 17:46:20.334392,1,1
NFT-002176,BP3,Hypertension,ARBs,Dr. Smith,active,2024-11-03 17:46:20.334392,0,1
NFT-002177,BP3,Hypertension,ARBs,Admin Team,transferred,2024-11-04 17:46:20.334392,2,1
NFT-002178,BP3,Hypertension,ARBs,Hospital C,active,2025-04-15 17:46:20.334392,2,1
NFT-002179,BP3,Hypertension,ARBs,Admin Team,active,2024-09-11 17:46:20.334392,0,1
NFT-002180,BP3,Hypertension,ARBs,Hospital A,active,2025-02-24 17:46:20.334392,1,1
NFT-002181,BP3,Hypertension,ARBs,Hospital C,active,2025-05-09 17:46:20.334392,1,1
NFT-002182,BP3,Hypertension,ARBs,Hospital C,active,2024-07-03 17:46:20.334392,1,1
NFT-002183,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-06-18 17:46:20.334392,1,1
NFT-002184,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2025-05-24 17:46:20.334392,2,1
NFT-002185,BP3,Hypertension,ARBs,Hospital C,transferred,2024-10-26 17:46:20.334392,0,1
NFT-002186,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2025-04-18 17:46:20.334392,2,1
NFT-002187,BP3,Hypertension,ARBs,Admin Team,active,2025-04-21 17:46:20.334392,2,1
NFT-002188,BP3,Hypertension,ARBs,Hospital A,transferred,2024-10-17 17:46:20.334392,0,1
NFT-002189,BP3,Hypertension,ARBs,Hospital B,active,2025-01-18 17:46:20.334392,0,1
NFT-002190,BP3,Hypertension,ARBs,Hospital C,active,2024-07-27 17:46:20.334392,1,1
NFT-002191,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2024-07-26 17:46:20.334392,2,1
NFT-002192,BP3,Hypertension,ARBs,Hospital A,active,2024-07-09 17:46:20.334392,1,1
NFT-002193,BP3,Hypertension,ARBs,Hospital A,active,2025-02-02 17:46:20.334392,0,1
NFT-002194,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-05-21 17:46:20.334392,1,1
NFT-002195,BP3,Hypertension,ARBs,Dr. Smith,active,2024-11-06 17:46:20.334392,2,1
NFT-002196,BP3,Hypertension,ARBs,Admin Team,active,2024-09-29 17:46:20.334392,0,1
NFT-002197,BP3,Hypertension,ARBs,Ministry of Health,active,2024-09-19 17:46:20.334392,1,1
NFT-002198,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-03-26 17:46:20.334392,2,1
NFT-002199,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-18 17:46:20.335388,2,1
NFT-002200,BP3,Hypertension,ARBs,Hospital C,active,2024-10-09 17:46:20.335388,2,1
NFT-002201,BP3,Hypertension,ARBs,Hospital B,active,2025-01-09 17:46:20.335388,0,1
NFT-002202,BP3,Hypertension,ARBs,Ministry of Health,active,2025-03-20 17:46:20.335388,2,1
NFT-002203,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-10-07 17:46:20.335388,1,1
NFT-002204,BP3,Hypertension,ARBs,Hospital B,active,2024-12-04 17:46:20.335388,1,1
NFT-002205,BP3,Hypertension,ARBs,Dr. Smith,active,2025-02-25 17:46:20.335388,0,1
NFT-002206,BP3,Hypertension,ARBs,Hospital C,active,2024-09-13 17:46:20.335388,0,1
NFT-002207,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-18 17:46:20.335388,2,1
NFT-002208,BP3,Hypertension,ARBs,Ministry of Health,transferred,2025-03-28 17:46:20.335388,0,1
NFT-002209,BP3,Hypertension,ARBs,Hospital A,transferred,2024-06-28 17:46:20.335388,0,1
NFT-002210,BP3,Hypertension,ARBs,Dr. Williams,active,2025-05-02 17:46:20.335388,2,1
NFT-002211,BP3,Hypertension,ARBs,Ministry of Health,active,2024-09-16 17:46:20.335388,1,1
NFT-002212,BP3,Hypertension,ARBs,Hospital B,active,2024-10-09 17:46:20.335388,2,1
NFT-002213,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-05-04 17:46:20.335388,1,1
NFT-002214,BP3,Hypertension,ARBs,Ministry of Health,active,2024-10-17 17:46:20.335388,2,1
NFT-002215,BP3,Hypertension,ARBs,Admin Team,transferred,2024-07-07 17:46:20.335388,2,1
NFT-002216,BP3,Hypertension,ARBs,Admin Team,active,2025-04-16 17:46:20.335388,0,1
NFT-002217,BP3,Hypertension,ARBs,Dr. Williams,active,2025-03-23 17:46:20.335388,0,1
NFT-002218,BP3,Hypertension,ARBs,Admin Team,transferred,2024-07-07 17:46:20.335388,1,1
NFT-002219,BP3,Hypertension,ARBs,Hospital C,active,2024-12-20 17:46:20.335388,2,1
NFT-002220,BP3,Hypertension,ARBs,Admin Team,active,2025-04-24 17:46:20.335388,2,1
NFT-002221,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-02-22 17:46:20.335388,1,1
NFT-002222,BP3,Hypertension,ARBs,Admin Team,transferred,2024-07-26 17:46:20.335388,2,1
NFT-002223,BP3,Hypertension,ARBs,Hospital C,transferred,2024-12-01 17:46:20.335388,1,1
NFT-002224,BP3,Hypertension,ARBs,Admin Team,transferred,2025-01-02 17:46:20.335388,0,1
NFT-002225,BP3,Hypertension,ARBs,Ministry of Health,transferred,2025-04-18 17:46:20.335388,1,1
NFT-002226,BP3,Hypertension,ARBs,Hospital C,active,2025-04-28 17:46:20.335388,2,1
NFT-002227,BP3,Hypertension,ARBs,Admin Team,active,2024-10-17 17:46:20.335388,2,1
NFT-002228,BP3,Hypertension,ARBs,Hospital A,active,2024-12-23 17:46:20.335388,1,1
NFT-002229,BP3,Hypertension,ARBs,Hospital C,active,2025-05-17 17:46:20.335388,0,1
NFT-002230,BP3,Hypertension,ARBs,Hospital A,active,2024-08-03 17:46:20.335388,2,1
NFT-002231,BP3,Hypertension,ARBs,Dr. Williams,active,2024-10-10 17:46:20.335388,1,1
NFT-002232,BP3,Hypertension,ARBs,Dr. Williams,active,2024-08-11 17:46:20.335388,1,1
NFT-002233,BP3,Hypertension,ARBs,Hospital A,active,2024-12-02 17:46:20.335388,0,1
NFT-002234,BP3,Hypertension,ARBs,Dr. Williams,active,2024-08-09 17:46:20.335388,0,1
NFT-002235,BP3,Hypertension,ARBs,Admin Team,transferred,2025-03-16 17:46:20.335388,0,1
NFT-002236,BP3,Hypertension,ARBs,Hospital B,active,2024-11-06 17:46:20.335388,1,1
NFT-002237,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2024-09-30 17:46:20.335388,0,1
NFT-002238,BP3,Hypertension,ARBs,Hospital A,active,2025-04-04 17:46:20.335388,1,1
NFT-002239,BP3,Hypertension,ARBs,Hospital B,transferred,2024-12-31 17:46:20.335388,0,1
NFT-002240,BP3,Hypertension,ARBs,Dr. Williams,active,2024-06-28 17:46:20.335388,0,1
NFT-002241,BP3,Hypertension,ARBs,Dr. Smith,active,2024-06-02 17:46:20.335388,0,1
NFT-002242,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-11-24 17:46:20.335388,0,1
NFT-002243,BP3,Hypertension,ARBs,Hospital B,active,2025-04-03 17:46:20.335388,1,1
NFT-002244,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-10-21 17:46:20.335388,1,1
NFT-002245,BP3,Hypertension,ARBs,Dr. Smith,active,2024-08-27 17:46:20.335388,2,1
NFT-002246,BP3,Hypertension,ARBs,Dr. Williams,active,2024-06-07 17:46:20.335388,0,1
NFT-002247,BP3,Hypertension,ARBs,Dr. Williams,transferred,2025-01-28 17:46:20.335388,1,1
NFT-002248,BP3,Hypertension,ARBs,Dr. Smith,active,2024-07-07 17:46:20.335388,0,1
NFT-002249,BP3,Hypertension,ARBs,Hospital C,active,2024-06-21 17:46:20.335388,1,1
NFT-002250,BP3,Hypertension,ARBs,Dr. Smith,active,2024-12-19 17:46:20.335388,0,1
NFT-002251,BP3,Hypertension,ARBs,Dr. Williams,active,2024-09-25 17:46:20.335388,2,1
NFT-002252,BP3,Hypertension,ARBs,Hospital B,active,2024-10-22 17:46:20.335388,0,1
NFT-002253,BP3,Hypertension,ARBs,Dr. Smith,transferred,2025-04-26 17:46:20.335388,0,1
NFT-002254,BP3,Hypertension,ARBs,Admin Team,active,2024-07-25 17:46:20.335388,1,1
NFT-002255,BP3,Hypertension,ARBs,Dr. Williams,active,2025-01-25 17:46:20.335388,2,1
NFT-002256,BP3,Hypertension,ARBs,Hospital B,active,2024-07-29 17:46:20.335388,1,1
NFT-002257,BP3,Hypertension,ARBs,Hospital B,active,2024-11-10 17:46:20.335388,2,1
NFT-002258,BP3,Hypertension,ARBs,Ministry of Health,active,2024-11-08 17:46:20.335388,1,1
NFT-002259,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2025-03-20 17:46:20.335388,2,1
NFT-002260,BP3,Hypertension,ARBs,Hospital C,active,2024-09-21 17:46:20.335388,1,1
NFT-002261,BP3,Hypertension,ARBs,Dr. Williams,active,2025-01-22 17:46:20.335388,0,1
NFT-002262,BP3,Hypertension,ARBs,Dr. Smith,active,2025-01-21 17:46:20.335388,2,1
NFT-002263,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-16 17:46:20.335388,2,1
NFT-002264,BP3,Hypertension,ARBs,Dr. Smith,active,2025-02-12 17:46:20.335388,2,1
NFT-002265,BP3,Hypertension,ARBs,Admin Team,active,2024-08-15 17:46:20.335388,1,1
NFT-002266,BP3,Hypertension,ARBs,Hospital C,transferred,2024-09-30 17:46:20.335388,0,1
NFT-002267,BP3,Hypertension,ARBs,Admin Team,active,2025-04-28 17:46:20.335388,0,1
NFT-002268,BP3,Hypertension,ARBs,Hospital A,active,2024-08-28 17:46:20.335388,2,1
NFT-002269,BP3,Hypertension,ARBs,Admin Team,active,2024-10-18 17:46:20.335388,1,1
NFT-002270,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-08-02 17:46:20.335388,2,1
NFT-002271,BP3,Hypertension,ARBs,Dr. Williams,active,2025-03-29 17:46:20.335388,1,1
NFT-002272,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2025-03-25 17:46:20.335388,2,1
NFT-002273,BP3,Hypertension,ARBs,Ministry of Health,active,2025-04-23 17:46:20.335388,2,1
NFT-002274,BP3,Hypertension,ARBs,Ministry of Health,active,2024-06-24 17:46:20.335388,0,1
NFT-002275,BP3,Hypertension,ARBs,Hospital B,active,2024-10-12 17:46:20.335388,2,1
NFT-002276,BP3,Hypertension,ARBs,Dr. Williams,transferred,2024-06-09 17:46:20.335388,1,1
NFT-002277,BP3,Hypertension,ARBs,Dr. Smith,active,2024-12-08 17:46:20.335388,1,1
NFT-002278,BP3,Hypertension,ARBs,Dr. Smith,active,2024-09-07 17:46:20.335388,2,1
NFT-002279,BP3,Hypertension,ARBs,Hospital C,transferred,2024-06-11 17:46:20.335388,1,1
NFT-002280,BP3,Hypertension,ARBs,Dr. Williams,active,2024-11-23 17:46:20.335388,2,1
NFT-002281,BP3,Hypertension,ARBs,Hospital C,active,2024-06-04 17:46:20.335388,2,1
NFT-002282,BP3,Hypertension,ARBs,Hospital C,active,2024-08-06 17:46:20.335388,1,1
NFT-002283,BP3,Hypertension,ARBs,Hospital C,active,2025-01-03 17:46:20.335388,1,1
NFT-002284,BP3,Hypertension,ARBs,Dr. Smith,active,2025-04-25 17:46:20.335388,2,1
NFT-002285,BP3,Hypertension,ARBs,Hospital B,active,2025-03-16 17:46:20.335388,2,1
NFT-002286,BP3,Hypertension,ARBs,Hospital C,transferred,2024-09-01 17:46:20.335388,0,1
NFT-002287,BP3,Hypertension,ARBs,Dr. Williams,active,2024-11-12 17:46:20.335388,1,1
NFT-002288,BP3,Hypertension,ARBs,Dr. Smith,active,2024-08-12 17:46:20.335388,1,1
NFT-002289,BP3,Hypertension,ARBs,Hospital C,active,2024-11-13 17:46:20.335388,2,1
NFT-002290,BP3,Hypertension,ARBs,Dr. Smith,active,2024-10-25 17:46:20.335388,1,1
NFT-002291,BP3,Hypertension,ARBs,Hospital A,active,2024-09-13 17:46:20.335388,0,1
NFT-002292,BP3,Hypertension,ARBs,Hospital A,active,2024-09-20 17:46:20.335388,2,1
NFT-002293,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-06-16 17:46:20.335388,2,1
NFT-002294,BP3,Hypertension,ARBs,Dr. Williams,active,2024-11-28 17:46:20.335388,0,1
NFT-002295,BP3,Hypertension,ARBs,Dr. Smith,active,2025-03-16 17:46:20.335388,0,1
NFT-002296,BP3,Hypertension,ARBs,Hospital B,active,2024-12-09 17:46:20.335388,2,1
NFT-002297,BP3,Hypertension,ARBs,Ministry of Health,active,2024-08-07 17:46:20.335388,1,1
NFT-002298,BP3,Hypertension,ARBs,Hospital A,active,2024-09-25 17:46:20.335388,2,1
NFT-002299,BP3,Hypertension,ARBs,Hospital A,active,2024-06-29 17:46:20.335388,2,1
NFT-002300,BP3,Hypertension,ARBs,Dr. Smith,active,2024-09-14 17:46:20.335388,0,1
NFT-002301,BP3,Hypertension,ARBs,Hospital A,transferred,2025-01-28 17:46:20.335388,0,1
NFT-002302,BP3,Hypertension,ARBs,Hospital B,active,2025-05-19 17:46:20.335388,0,1
NFT-002303,BP3,Hypertension,ARBs,Dr. Smith,active,2024-09-02 17:46:20.335388,1,1
NFT-002304,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-03-17 17:46:20.335388,0,1
NFT-002305,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-07-09 17:46:20.335388,0,1
NFT-002306,BP3,Hypertension,ARBs,Hospital A,transferred,2024-11-29 17:46:20.335388,2,1
NFT-002307,BP3,Hypertension,ARBs,Hospital A,active,2024-09-09 17:46:20.335388,1,1
NFT-002308,BP3,Hypertension,ARBs,Dr. Smith,transferred,2024-09-22 17:46:20.335388,1,1
NFT-002309,BP3,Hypertension,ARBs,Dr. Johnson,transferred,2025-01-19 17:46:20.335388,0,1
NFT-002310,BP3,Hypertension,ARBs,Hospital A,active,2025-03-23 17:46:20.335388,2,1
NFT-002311,BP3,Hypertension,ARBs,Ministry of Health,active,2025-02-25 17:46:20.335388,0,1
NFT-002312,BP3,Hypertension,ARBs,Hospital C,transferred,2025-03-24 17:46:20.335388,0,1
NFT-002313,BP3,Hypertension,ARBs,Ministry of Health,active,2024-11-05 17:46:20.335388,2,1
NFT-002314,BP3,Hypertension,ARBs,Dr. Williams,active,2024-12-21 17:46:20.335388,1,1
NFT-002315,BP3,Hypertension,ARBs,Dr. Smith,active,2025-01-11 17:46:20.335388,1,1
NFT-002316,BP3,Hypertension,ARBs,Dr. Johnson,active,2024-05-30 17:46:20.335388,0,1
NFT-002317,BP3,Hypertension,ARBs,Hospital B,active,2024-07-15 17:46:20.335388,2,1
NFT-002318,BP3,Hypertension,ARBs,Ministry of Health,active,2025-02-02 17:46:20.335388,0,1
NFT-002319,BP3,Hypertension,ARBs,Dr. Williams,active,2024-08-02 17:46:20.335388,1,1
NFT-002320,BP3,Hypertension,ARBs,Hospital B,active,2025-04-10 17:46:20.335388,1,1
NFT-002321,BP3,Hypertension,ARBs,Hospital C,transferred,2024-12-13 17:46:20.335388,0,1
NFT-002322,BP3,Hypertension,ARBs,Dr. Williams,active,2024-09-25 17:46:20.335388,2,1
NFT-002323,BP3,Hypertension,ARBs,Hospital A,active,2024-10-26 17:46:20.335388,2,1
NFT-002324,BP3,Hypertension,ARBs,Admin Team,active,2025-04-03 17:46:20.335388,0,1
NFT-002325,BP3,Hypertension,ARBs,Hospital C,transferred,2025-03-08 17:46:20.335388,2,1
NFT-002326,BP3,Hypertension,ARBs,Hospital B,transferred,2024-12-31 17:46:20.335388,1,1
NFT-002327,BP3,Hypertension,ARBs,Dr. Smith,active,2025-01-10 17:46:20.335388,1,1
NFT-002328,BP3,Hypertension,ARBs,Hospital B,active,2024-12-12 17:46:20.335388,1,1
NFT-002329,BP3,Hypertension,ARBs,Dr. Williams,transferred,2024-12-07 17:46:20.335388,1,1
NFT-002330,BP3,Hypertension,ARBs,Admin Team,transferred,2025-01-07 17:46:20.335388,2,1
NFT-002331,BP3,Hypertension,ARBs,Hospital A,active,2025-01-13 17:46:20.335388,2,1
NFT-002332,BP3,Hypertension,ARBs,Hospital A,active,2024-11-16 17:46:20.335388,0,1
NFT-002333,BP3,Hypertension,ARBs,Ministry of Health,active,2024-06-12 17:46:20.335388,2,1
NFT-002334,BP3,Hypertension,ARBs,Ministry of Health,active,2025-03-10 17:46:20.335388,0,1
NFT-002335,BP3,Hypertension,ARBs,Admin Team,active,2024-06-19 17:46:20.335388,0,1
NFT-002336,BP3,Hypertension,ARBs,Ministry of Health,active,2025-01-11 17:46:20.335388,0,1
NFT-002337,BP3,Hypertension,ARBs,Hospital A,active,2024-08-10 17:46:20.335388,0,1
NFT-002338,BP3,Hypertension,ARBs,Dr. Williams,active,2024-07-19 17:46:20.335388,0,1
NFT-002339,BP3,Hypertension,ARBs,Hospital A,active,2024-08-19 17:46:20.335388,1,1
NFT-002340,BP3,Hypertension,ARBs,Dr. Smith,active,2024-06-24 17:46:20.335388,0,1
NFT-002341,BP3,Hypertension,ARBs,Dr. Johnson,active,2025-04-29 17:46:20.335388,2,1
NFT-002342,BP3,Hypertension,ARBs,Hospital B,active,2025-03-09 17:46:20.335388,1,1
