nft_id,program_id,disease,intervention,owner_id,status,mint_date,transfer_count,qaly_value
NFT-001150,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-04-25 12:57:48.848148,0,0.0009
NFT-001151,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-08-21 12:57:48.848148,2,0.0009
NFT-001152,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-12-13 12:57:48.848148,2,0.0009
NFT-001153,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-10-12 12:57:48.848148,3,0.0009
NFT-001154,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2025-05-23 12:57:48.848148,0,0.0009
NFT-001155,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-10-07 12:57:48.848148,2,0.0009
NFT-001156,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-09-27 12:57:48.848148,0,0.0009
NFT-001157,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-06-14 12:57:48.848148,1,0.0009
NFT-001158,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-04-03 12:57:48.848148,2,0.0009
NFT-001159,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2024-09-18 12:57:48.848148,1,0.0009
NFT-001160,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-02-21 12:57:48.849148,0,0.0009
NFT-001161,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-12-24 12:57:48.849148,3,0.0009
NFT-001162,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-06-17 12:57:48.849148,2,0.0009
NFT-001163,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-07-10 12:57:48.849148,2,0.0009
NFT-001164,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-03-05 12:57:48.849148,2,0.0009
NFT-001165,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-06-13 12:57:48.849148,2,0.0009
NFT-001166,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-11-23 12:57:48.849148,3,0.0009
NFT-001167,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-09-29 12:57:48.849148,2,0.0009
NFT-001168,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-04-06 12:57:48.849148,2,0.0009
NFT-001169,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-04-27 12:57:48.849148,1,0.0009
NFT-001170,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-01-06 12:57:48.849148,2,0.0009
NFT-001171,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-08-24 12:57:48.849148,0,0.0009
NFT-001172,ST1,Stunting,Micronutrient Supplementation,Admin Team,transferred,2024-09-26 12:57:48.849148,0,0.0009
NFT-001173,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-05-20 12:57:48.849148,3,0.0009
NFT-001174,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2024-08-16 12:57:48.849148,2,0.0009
NFT-001175,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-12-08 12:57:48.849148,3,0.0009
NFT-001176,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-04-13 12:57:48.849148,2,0.0009
NFT-001177,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-12-05 12:57:48.849148,0,0.0009
NFT-001178,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-10-04 12:57:48.849148,0,0.0009
NFT-001179,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-12-24 12:57:48.849148,3,0.0009
NFT-001180,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2025-01-16 12:57:48.849148,3,0.0009
NFT-001181,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-04-03 12:57:48.849148,3,0.0009
NFT-001182,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,transferred,2024-06-05 12:57:48.849148,1,0.0009
NFT-001183,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-03-21 12:57:48.849148,0,0.0009
NFT-001184,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-06-19 12:57:48.849148,2,0.0009
NFT-001185,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-09-24 12:57:48.849148,3,0.0009
NFT-001186,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-07-12 12:57:48.849148,0,0.0009
NFT-001187,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-04-14 12:57:48.849148,1,0.0009
NFT-001188,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-09-08 12:57:48.849148,2,0.0009
NFT-001189,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-02-15 12:57:48.849148,0,0.0009
NFT-001190,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-12-16 12:57:48.849148,3,0.0009
NFT-001191,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-02-10 12:57:48.849148,1,0.0009
NFT-001192,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-05-05 12:57:48.849148,3,0.0009
NFT-001193,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2025-05-08 12:57:48.849148,0,0.0009
NFT-001194,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-08-11 12:57:48.849148,3,0.0009
NFT-001195,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-05-22 12:57:48.849148,0,0.0009
NFT-001196,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-01-11 12:57:48.849148,0,0.0009
NFT-001197,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2024-12-08 12:57:48.849148,3,0.0009
NFT-001198,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-03-09 12:57:48.849148,1,0.0009
NFT-001199,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-12-21 12:57:48.849148,1,0.0009
NFT-001200,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2025-06-01 12:57:48.849148,1,0.0009
NFT-001201,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-06-30 12:57:48.849148,3,0.0009
NFT-001202,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-09-11 12:57:48.849148,3,0.0009
NFT-001203,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-09-05 12:57:48.849148,3,0.0009
NFT-001204,ST1,Stunting,Micronutrient Supplementation,NUH,transferred,2024-06-16 12:57:48.849148,2,0.0009
NFT-001205,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-10-28 12:57:48.849148,2,0.0009
NFT-001206,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-03-16 12:57:48.849148,3,0.0009
NFT-001207,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-07-14 12:57:48.849148,0,0.0009
NFT-001208,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-08-24 12:57:48.849148,2,0.0009
NFT-001209,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-10-26 12:57:48.849148,0,0.0009
NFT-001210,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-06-13 12:57:48.849148,0,0.0009
NFT-001211,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2025-05-31 12:57:48.849148,2,0.0009
NFT-001212,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-12-24 12:57:48.849148,0,0.0009
NFT-001213,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-10-20 12:57:48.849148,3,0.0009
NFT-001214,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-01-05 12:57:48.849148,2,0.0009
NFT-001215,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2024-07-07 12:57:48.849148,0,0.0009
NFT-001216,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2024-11-19 12:57:48.849148,0,0.0009
NFT-001217,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-06-25 12:57:48.849148,1,0.0009
NFT-001218,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-03-01 12:57:48.849148,0,0.0009
NFT-001219,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2025-02-12 12:57:48.849148,0,0.0009
NFT-001220,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-09-17 12:57:48.849148,1,0.0009
NFT-001221,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-07-21 12:57:48.849148,3,0.0009
NFT-001222,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-02-21 12:57:48.849148,2,0.0009
NFT-001223,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-12-11 12:57:48.849148,1,0.0009
NFT-001224,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-08-31 12:57:48.849148,2,0.0009
NFT-001225,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-05-30 12:57:48.849148,3,0.0009
NFT-001226,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-06-10 12:57:48.849148,3,0.0009
NFT-001227,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-06-11 12:57:48.849148,1,0.0009
NFT-001228,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-05-19 12:57:48.849148,3,0.0009
NFT-001229,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-06-20 12:57:48.849148,2,0.0009
NFT-001230,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-04-18 12:57:48.849148,0,0.0009
NFT-001231,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-09-22 12:57:48.849148,0,0.0009
NFT-001232,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-03-08 12:57:48.849148,0,0.0009
NFT-001233,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-03-25 12:57:48.849148,3,0.0009
NFT-001234,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-01-31 12:57:48.849148,2,0.0009
NFT-001235,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2025-04-26 12:57:48.849148,2,0.0009
NFT-001236,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-10-26 12:57:48.849148,3,0.0009
NFT-001237,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-02-18 12:57:48.849148,0,0.0009
NFT-001238,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2024-08-16 12:57:48.849148,3,0.0009
NFT-001239,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2025-01-08 12:57:48.849148,2,0.0009
NFT-001240,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-07-15 12:57:48.849148,0,0.0009
NFT-001241,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-05-07 12:57:48.849148,2,0.0009
NFT-001242,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-11-22 12:57:48.849148,2,0.0009
NFT-001243,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-10-28 12:57:48.849148,2,0.0009
NFT-001244,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-10-11 12:57:48.849148,3,0.0009
NFT-001245,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-11-03 12:57:48.849148,2,0.0009
NFT-001246,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-03-05 12:57:48.849148,1,0.0009
NFT-001247,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-04-19 12:57:48.849148,1,0.0009
NFT-001248,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-05-30 12:57:48.849148,0,0.0009
NFT-001249,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-11-30 12:57:48.849148,1,0.0009
NFT-001250,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-07-14 12:57:48.849148,3,0.0009
NFT-001251,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-02-11 12:57:48.849148,2,0.0009
NFT-001252,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-06-16 12:57:48.849148,0,0.0009
NFT-001253,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-07-08 12:57:48.849148,1,0.0009
NFT-001254,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2024-09-27 12:57:48.849148,2,0.0009
NFT-001255,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-09-25 12:57:48.849148,1,0.0009
NFT-001256,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-04-09 12:57:48.849148,3,0.0009
NFT-001257,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-07-28 12:57:48.849148,1,0.0009
NFT-001258,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-02-10 12:57:48.849148,2,0.0009
NFT-001259,ST1,Stunting,Micronutrient Supplementation,Admin Team,transferred,2024-09-07 12:57:48.849148,2,0.0009
NFT-001260,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-02-02 12:57:48.849148,0,0.0009
NFT-001261,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-07-20 12:57:48.849148,2,0.0009
NFT-001262,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-10-11 12:57:48.849148,0,0.0009
NFT-001263,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-10-14 12:57:48.849148,2,0.0009
NFT-001264,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-06-06 12:57:48.849148,1,0.0009
NFT-001265,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-08-21 12:57:48.849148,3,0.0009
NFT-001266,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-07-25 12:57:48.849148,2,0.0009
NFT-001267,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-02-21 12:57:48.849148,0,0.0009
NFT-001268,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-11-27 12:57:48.849148,0,0.0009
NFT-001269,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2024-08-06 12:57:48.849148,0,0.0009
NFT-001270,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-05-17 12:57:48.849148,2,0.0009
NFT-001271,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-09-13 12:57:48.849148,0,0.0009
NFT-001272,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-02-08 12:57:48.849148,0,0.0009
NFT-001273,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2025-05-19 12:57:48.849148,0,0.0009
NFT-001274,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-06-04 12:57:48.849148,0,0.0009
NFT-001275,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-12-06 12:57:48.850148,0,0.0009
NFT-001276,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-06-10 12:57:48.850148,0,0.0009
NFT-001277,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2025-01-24 12:57:48.850148,3,0.0009
NFT-001278,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-07-18 12:57:48.850148,0,0.0009
NFT-001279,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2024-12-04 12:57:48.850148,3,0.0009
NFT-001280,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-01-12 12:57:48.850148,1,0.0009
NFT-001281,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-10-14 12:57:48.850148,3,0.0009
NFT-001282,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-08-26 12:57:48.850148,1,0.0009
NFT-001283,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2024-09-22 12:57:48.850148,2,0.0009
NFT-001284,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-03-27 12:57:48.850148,2,0.0009
NFT-001285,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-07-19 12:57:48.850148,0,0.0009
NFT-001286,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-01-07 12:57:48.850148,3,0.0009
NFT-001287,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,transferred,2024-12-25 12:57:48.850148,0,0.0009
NFT-001288,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-07-11 12:57:48.850148,1,0.0009
NFT-001289,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-06-12 12:57:48.850148,3,0.0009
NFT-001290,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-04-08 12:57:48.850148,0,0.0009
NFT-001291,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-08-28 12:57:48.850148,3,0.0009
NFT-001292,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-05-23 12:57:48.850148,3,0.0009
NFT-001293,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-10-22 12:57:48.850148,3,0.0009
NFT-001294,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-11-22 12:57:48.850148,2,0.0009
NFT-001295,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-05-02 12:57:48.850148,2,0.0009
NFT-001296,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2025-05-31 12:57:48.850148,2,0.0009
NFT-001297,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-08-28 12:57:48.850148,2,0.0009
NFT-001298,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-01-14 12:57:48.850148,0,0.0009
NFT-001299,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-07-06 12:57:48.850148,1,0.0009
NFT-001300,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-09-14 12:57:48.850148,0,0.0009
NFT-001301,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-08-08 12:57:48.850148,1,0.0009
NFT-001302,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-10-17 12:57:48.850148,1,0.0009
NFT-001303,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-05-23 12:57:48.850148,1,0.0009
NFT-001304,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-12-14 12:57:48.850148,1,0.0009
NFT-001305,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-06-19 12:57:48.850148,2,0.0009
NFT-001306,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-10-25 12:57:48.850148,1,0.0009
NFT-001307,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-05-02 12:57:48.850148,3,0.0009
NFT-001308,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-02-06 12:57:48.850148,3,0.0009
NFT-001309,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-02-11 12:57:48.850148,3,0.0009
NFT-001310,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-01-12 12:57:48.850148,2,0.0009
NFT-001311,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-09-14 12:57:48.850148,3,0.0009
NFT-001312,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-09-23 12:57:48.850148,0,0.0009
NFT-001313,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2025-03-10 12:57:48.850148,3,0.0009
NFT-001314,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-03-23 12:57:48.850148,1,0.0009
NFT-001315,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-03-11 12:57:48.850148,0,0.0009
NFT-001316,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-06-22 12:57:48.850148,0,0.0009
NFT-001317,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-04-07 12:57:48.850148,1,0.0009
NFT-001318,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-11-23 12:57:48.850148,3,0.0009
NFT-001319,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-05-24 12:57:48.850148,1,0.0009
NFT-001320,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-06-14 12:57:48.850148,1,0.0009
NFT-001321,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-11-01 12:57:48.850148,0,0.0009
NFT-001322,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-01-13 12:57:48.850148,3,0.0009
NFT-001323,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-08-20 12:57:48.850148,2,0.0009
NFT-001324,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-04-24 12:57:48.850148,1,0.0009
NFT-001325,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-02-22 12:57:48.850148,1,0.0009
NFT-001326,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-08-20 12:57:48.850148,3,0.0009
NFT-001327,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-06-18 12:57:48.850148,3,0.0009
NFT-001328,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-04-25 12:57:48.850148,2,0.0009
NFT-001329,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-05-23 12:57:48.850148,2,0.0009
NFT-001330,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-10-21 12:57:48.850148,2,0.0009
NFT-001331,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-07-01 12:57:48.850148,0,0.0009
NFT-001332,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-12-03 12:57:48.850148,2,0.0009
NFT-001333,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-09-18 12:57:48.850148,3,0.0009
NFT-001334,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-03-28 12:57:48.850148,0,0.0009
NFT-001335,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-02-12 12:57:48.850148,1,0.0009
NFT-001336,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-12-17 12:57:48.850148,3,0.0009
NFT-001337,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-04-05 12:57:48.850148,3,0.0009
NFT-001338,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-01-11 12:57:48.850148,3,0.0009
NFT-001339,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-07-16 12:57:48.850148,3,0.0009
NFT-001340,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-11-27 12:57:48.850148,1,0.0009
NFT-001341,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,transferred,2024-06-11 12:57:48.850148,3,0.0009
NFT-001342,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-08-09 12:57:48.850148,2,0.0009
NFT-001343,ST1,Stunting,Micronutrient Supplementation,NGO,active,2025-05-18 12:57:48.850148,3,0.0009
NFT-001344,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2025-04-24 12:57:48.850148,0,0.0009
NFT-001345,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-01-05 12:57:48.850148,1,0.0009
NFT-001346,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-07-31 12:57:48.850148,0,0.0009
NFT-001347,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2024-12-30 12:57:48.850148,3,0.0009
NFT-001348,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-06-10 12:57:48.850148,3,0.0009
NFT-001349,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-06-19 12:57:48.850148,0,0.0009
NFT-001350,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2024-10-09 12:57:48.850148,3,0.0009
NFT-001351,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-04-13 12:57:48.850148,2,0.0009
NFT-001352,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-09-12 12:57:48.850148,0,0.0009
NFT-001353,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-11-09 12:57:48.850148,2,0.0009
NFT-001354,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2024-08-16 12:57:48.850148,2,0.0009
NFT-001355,ST1,Stunting,Micronutrient Supplementation,Admin Team,transferred,2024-10-19 12:57:48.850148,3,0.0009
NFT-001356,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2024-12-31 12:57:48.850148,1,0.0009
NFT-001357,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-02-10 12:57:48.850148,1,0.0009
NFT-001358,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2024-11-22 12:57:48.850148,2,0.0009
NFT-001359,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-10-17 12:57:48.850148,0,0.0009
NFT-001360,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2025-03-02 12:57:48.850148,2,0.0009
NFT-001361,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-05-24 12:57:48.850148,0,0.0009
NFT-001362,ST1,Stunting,Micronutrient Supplementation,MOH,active,2024-08-20 12:57:48.850148,3,0.0009
NFT-001363,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-09-03 12:57:48.850148,2,0.0009
NFT-001364,ST1,Stunting,Micronutrient Supplementation,Department,active,2024-12-24 12:57:48.850148,3,0.0009
NFT-001365,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2025-02-21 12:57:48.850148,2,0.0009
NFT-001366,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-01-20 12:57:48.850148,1,0.0009
NFT-001367,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2025-05-14 12:57:48.850148,3,0.0009
NFT-001368,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-08-10 12:57:48.850148,0,0.0009
NFT-001369,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-01-18 12:57:48.850148,0,0.0009
NFT-001370,ST1,Stunting,Micronutrient Supplementation,Dr. Williams,active,2025-05-23 12:57:48.850148,2,0.0009
NFT-001371,ST1,Stunting,Micronutrient Supplementation,Department,active,2025-06-04 12:57:48.850148,3,0.0009
NFT-001372,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2024-09-07 12:57:48.850148,0,0.0009
NFT-001373,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,active,2024-12-03 12:57:48.850148,0,0.0009
NFT-001374,ST1,Stunting,Micronutrient Supplementation,NGO,active,2024-09-21 12:57:48.850148,0,0.0009
NFT-001375,ST1,Stunting,Micronutrient Supplementation,Department,transferred,2024-10-21 12:57:48.850148,2,0.0009
NFT-001376,ST1,Stunting,Micronutrient Supplementation,Dr. Drum,active,2025-02-11 12:57:48.850148,2,0.0009
NFT-001377,ST1,Stunting,Micronutrient Supplementation,MOH,active,2025-03-04 12:57:48.850148,3,0.0009
NFT-001378,ST1,Stunting,Micronutrient Supplementation,NUH,active,2025-01-14 12:57:48.850148,0,0.0009
NFT-001379,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-05-19 12:57:48.850148,2,0.0009
NFT-001380,ST1,Stunting,Micronutrient Supplementation,MOH,transferred,2025-05-27 12:57:48.850148,3,0.0009
NFT-001381,ST1,Stunting,Micronutrient Supplementation,Admin Team,active,2025-04-17 12:57:48.850148,1,0.0009
NFT-001382,ST1,Stunting,Micronutrient Supplementation,Dr. Johnson,transferred,2025-02-06 12:57:48.850148,2,0.0009
NFT-001383,ST1,Stunting,Micronutrient Supplementation,NGO,transferred,2025-05-27 12:57:48.850148,2,0.0009
NFT-001384,ST1,Stunting,Micronutrient Supplementation,NUH,active,2024-11-28 12:57:48.850148,2,0.0009
